timestamp,T2M_toc,T2M_san,T2M_dav,weekend,holiday
2015-12-13 11:00:00,29.695825195312523,30.461450195312523,28.133325195312523,1,0
2015-12-13 12:00:00,30.129174804687523,31.019799804687523,28.676049804687523,1,0
2015-12-13 13:00:00,30.432092285156273,31.353967285156273,28.869592285156273,1,0
2015-12-13 14:00:00,30.540338134765648,31.368463134765648,28.602838134765648,1,0
2015-12-13 15:00:00,30.5019470214844,30.6581970214844,27.9081970214844,1,0
2015-12-13 16:00:00,30.251733398437523,30.173608398437523,26.892358398437523,1,0
2015-12-13 17:00:00,29.533135986328148,28.830010986328148,25.908135986328148,1,0
2015-12-13 18:00:00,28.593896484375023,27.515771484375023,25.140771484375023,1,0
2015-12-13 19:00:00,28.030847167968773,27.015222167968773,24.780847167968773,1,0
2015-12-13 20:00:00,27.588922119140648,26.745172119140648,24.596734619140648,1,0
2015-12-13 21:00:00,27.259912109375023,26.509912109375023,24.502099609375023,1,0
2015-12-13 22:00:00,26.996881103515648,26.176568603515648,24.356256103515648,1,0
2015-12-13 23:00:00,26.771447753906273,25.841760253906273,24.224572753906273,1,0
2015-12-14 00:00:00,26.563409423828148,25.493096923828148,24.118096923828148,0,0
2015-12-14 01:00:00,26.357629394531273,25.185754394531273,23.920129394531273,0,0
2015-12-14 02:00:00,26.159082031250023,24.916894531250023,23.760644531250023,0,0
2015-12-14 03:00:00,25.982843017578148,24.654718017578148,23.662530517578148,0,0
2015-12-14 04:00:00,25.853906250000023,24.424218750000023,23.564843750000023,0,0
2015-12-14 05:00:00,25.758660888671898,24.227410888671898,23.493035888671898,0,0
2015-12-14 06:00:00,25.765649414062523,24.140649414062523,23.359399414062523,0,0
2015-12-14 07:00:00,26.7385192871094,25.3635192871094,23.6291442871094,0,0
2015-12-14 08:00:00,27.579248046875023,26.532373046875023,24.204248046875023,0,0
2015-12-14 09:00:00,28.196801757812523,27.899926757812523,24.915551757812523,0,0
2015-12-14 10:00:00,28.602716064453148,28.852716064453148,25.899591064453148,0,0
2015-12-14 11:00:00,28.973107910156273,29.144982910156273,26.973107910156273,0,0
2015-12-14 12:00:00,29.279351806640648,29.404351806640648,27.638726806640648,0,0
2015-12-14 13:00:00,29.568750000000023,29.693750000000023,27.896875000000023,0,0
2015-12-14 14:00:00,29.767358398437523,29.861108398437523,27.907983398437523,0,0
2015-12-14 15:00:00,29.784448242187523,29.643823242187523,27.659448242187523,0,0
2015-12-14 16:00:00,29.645532226562523,29.317407226562523,27.067407226562523,0,0
2015-12-14 17:00:00,29.058953857421898,28.558953857421898,26.152703857421898,0,0
2015-12-14 18:00:00,28.265832519531273,27.562707519531273,25.078332519531273,0,0
2015-12-14 19:00:00,27.748620605468773,27.170495605468773,24.576745605468773,0,0
2015-12-14 20:00:00,27.318444824218773,26.755944824218773,24.162194824218773,0,0
2015-12-14 21:00:00,26.983026123046898,25.998651123046898,23.701776123046898,0,0
2015-12-14 22:00:00,26.686151123046898,25.389276123046898,23.443963623046898,0,0
2015-12-14 23:00:00,26.413018798828148,25.006768798828148,23.350518798828148,0,0
2015-12-15 00:00:00,26.178887939453148,24.733575439453148,23.171075439453148,0,0
2015-12-15 01:00:00,25.957818603515648,24.528131103515648,22.918756103515648,0,0
2015-12-15 02:00:00,25.771325683593773,24.435388183593773,22.802575683593773,0,0
2015-12-15 03:00:00,25.655694580078148,24.429132080078148,22.804132080078148,0,0
2015-12-15 04:00:00,25.587365722656273,24.368615722656273,22.774865722656273,0,0
2015-12-15 05:00:00,25.539758300781273,23.914758300781273,22.539758300781273,0,0
2015-12-15 06:00:00,25.558038330078148,23.558038330078148,22.323663330078148,0,0
2015-12-15 07:00:00,26.375177001953148,24.922052001953148,22.859552001953148,0,0
2015-12-15 08:00:00,27.278588867187523,26.278588867187523,23.934838867187523,0,0
2015-12-15 09:00:00,27.914453125000023,27.539453125000023,24.851953125000023,0,0
2015-12-15 10:00:00,28.546472167968773,28.327722167968773,25.515222167968773,0,0
2015-12-15 11:00:00,29.1435485839844,29.0966735839844,26.0966735839844,0,0
2015-12-15 12:00:00,29.7194763183594,29.7351013183594,26.5007263183594,0,0
2015-12-15 13:00:00,30.110620117187523,30.094995117187523,26.719995117187523,0,0
2015-12-15 14:00:00,30.297265625000023,30.219140625000023,26.719140625000023,0,0
2015-12-15 15:00:00,30.253839111328148,30.050714111328148,26.456964111328148,0,0
2015-12-15 16:00:00,30.028344726562523,29.590844726562523,25.981469726562523,0,0
2015-12-15 17:00:00,29.504968261718773,28.864343261718773,25.348718261718773,0,0
2015-12-15 18:00:00,28.708276367187523,27.442651367187523,24.536401367187523,0,0
2015-12-15 19:00:00,28.273339843750023,26.913964843750023,24.023339843750023,0,0
2015-12-15 20:00:00,27.894219970703148,26.456719970703148,23.800469970703148,0,0
2015-12-15 21:00:00,27.517877197265648,26.017877197265648,23.596002197265648,0,0
2015-12-15 22:00:00,27.189630126953148,25.627130126953148,23.478692626953148,0,0
2015-12-15 23:00:00,26.935968017578148,25.248468017578148,23.396905517578148,0,0
2015-12-16 00:00:00,26.676965332031273,24.825402832031273,23.286340332031273,0,0
2015-12-16 01:00:00,26.428552246093773,24.436364746093773,23.139489746093773,0,0
2015-12-16 02:00:00,26.236138916015648,24.103326416015648,22.962701416015648,0,0
2015-12-16 03:00:00,26.104455566406273,23.870080566406273,22.807580566406273,0,0
2015-12-16 04:00:00,26.054498291015648,23.734185791015648,22.671685791015648,0,0
2015-12-16 05:00:00,26.044335937500023,23.606835937500023,22.497460937500023,0,0
2015-12-16 06:00:00,26.083093261718773,23.551843261718773,22.270593261718773,0,0
2015-12-16 07:00:00,26.792993164062523,24.980493164062523,22.699243164062523,0,0
2015-12-16 08:00:00,27.434167480468773,26.418542480468773,24.199792480468773,0,0
2015-12-16 09:00:00,28.045709228515648,27.592584228515648,25.389459228515648,0,0
2015-12-16 10:00:00,28.684259033203148,28.699884033203148,26.621759033203148,0,0
2015-12-16 11:00:00,29.333947753906273,29.537072753906273,27.662072753906273,0,0
2015-12-16 12:00:00,29.879418945312523,30.129418945312523,28.348168945312523,0,0
2015-12-16 13:00:00,30.213037109375023,30.588037109375023,28.666162109375023,0,0
2015-12-16 14:00:00,30.315637207031273,30.846887207031273,28.581262207031273,0,0
2015-12-16 15:00:00,30.362878417968773,30.753503417968773,28.081628417968773,0,0
2015-12-16 16:00:00,30.162561035156273,30.287561035156273,27.271936035156273,0,0
2015-12-16 17:00:00,29.548791503906273,29.705041503906273,26.173791503906273,0,0
2015-12-16 18:00:00,28.700341796875023,28.794091796875023,25.028466796875023,0,0
2015-12-16 19:00:00,28.184930419921898,28.403680419921898,24.356805419921898,0,0
2015-12-16 20:00:00,27.783044433593773,27.814294433593773,24.017419433593773,0,0
2015-12-16 21:00:00,27.432397460937523,27.182397460937523,23.729272460937523,0,0
2015-12-16 22:00:00,27.125421142578148,26.469171142578148,23.445733642578148,0,0
2015-12-16 23:00:00,26.861627197265648,25.752252197265648,23.260064697265648,0,0
2015-12-17 00:00:00,26.669580078125023,25.255517578125023,23.114892578125023,0,0
2015-12-17 01:00:00,26.5251403808594,24.8923278808594,23.0251403808594,0,0
2015-12-17 02:00:00,26.411187744140648,24.598687744140648,22.903375244140648,0,0
2015-12-17 03:00:00,26.280358886718773,24.342858886718773,22.835046386718773,0,0
2015-12-17 04:00:00,26.1813903808594,24.1110778808594,22.8063903808594,0,0
2015-12-17 05:00:00,26.126489257812523,23.923364257812523,22.806176757812523,0,0
2015-12-17 06:00:00,26.123986816406273,23.827111816406273,22.795861816406273,0,0
2015-12-17 07:00:00,27.1359802246094,25.3625427246094,23.2453552246094,0,0
2015-12-17 08:00:00,28.001184082031273,27.001184082031273,24.368371582031273,0,0
2015-12-17 09:00:00,28.684777832031273,28.356652832031273,25.598840332031273,0,0
2015-12-17 10:00:00,29.328942871093773,29.438317871093773,26.782067871093773,0,0
2015-12-17 11:00:00,29.880212402343773,30.348962402343773,27.723962402343773,0,0
2015-12-17 12:00:00,30.234216308593773,30.952966308593773,28.265466308593773,0,0
2015-12-17 13:00:00,30.422692871093773,31.297692871093773,28.563317871093773,0,0
2015-12-17 14:00:00,30.476342773437523,31.304467773437523,28.570092773437523,0,0
2015-12-17 15:00:00,30.392968750000023,30.924218750000023,28.158593750000023,0,0
2015-12-17 16:00:00,30.0349060058594,30.2380310058594,27.4255310058594,0,0
2015-12-17 17:00:00,29.160272216796898,28.972772216796898,26.363397216796898,0,0
2015-12-17 18:00:00,28.010308837890648,27.025933837890648,25.385308837890648,0,0
2015-12-17 19:00:00,27.433435058593773,26.253747558593773,24.738122558593773,0,0
2015-12-17 20:00:00,27.0859313964844,25.6640563964844,24.3828063964844,0,0
2015-12-17 21:00:00,26.888543701171898,25.201043701171898,24.099481201171898,0,0
2015-12-17 22:00:00,26.752160644531273,24.861535644531273,23.884973144531273,0,0
2015-12-17 23:00:00,26.644647216796898,24.535272216796898,23.691522216796898,0,0
2015-12-18 00:00:00,26.597436523437523,24.284936523437523,23.495874023437523,0,0
2015-12-18 01:00:00,26.532617187500023,24.126367187500023,23.306054687500023,0,0
2015-12-18 02:00:00,26.489831542968773,24.005456542968773,23.138269042968773,0,0
2015-12-18 03:00:00,26.480187988281273,23.917687988281273,23.003625488281273,0,0
2015-12-18 04:00:00,26.453942871093773,23.852380371093773,22.907067871093773,0,0
2015-12-18 05:00:00,26.404626464843773,23.623376464843773,22.849938964843773,0,0
2015-12-18 06:00:00,26.399377441406273,23.547814941406273,22.750939941406273,0,0
2015-12-18 07:00:00,27.212762451171898,25.283074951171898,23.220574951171898,0,0
2015-12-18 08:00:00,28.067163085937523,27.028100585937523,24.309350585937523,0,0
2015-12-18 09:00:00,28.796472167968773,28.437097167968773,25.437097167968773,0,0
2015-12-18 10:00:00,29.399316406250023,29.493066406250023,26.469628906250023,0,0
2015-12-18 11:00:00,29.940576171875023,30.393701171875023,27.362451171875023,0,0
2015-12-18 12:00:00,30.304467773437523,30.991967773437523,28.007592773437523,0,0
2015-12-18 13:00:00,30.481256103515648,31.278131103515648,28.325006103515648,0,0
2015-12-18 14:00:00,30.513970947265648,31.248345947265648,28.357720947265648,0,0
2015-12-18 15:00:00,30.405084228515648,30.811334228515648,28.030084228515648,0,0
2015-12-18 16:00:00,30.038018798828148,30.194268798828148,27.428643798828148,0,0
2015-12-18 17:00:00,29.260888671875023,28.964013671875023,26.432763671875023,0,0
2015-12-18 18:00:00,28.393151855468773,27.174401855468773,25.150964355468773,0,0
2015-12-18 19:00:00,27.940484619140648,26.471734619140648,24.370172119140648,0,0
2015-12-18 20:00:00,27.6559997558594,25.9528747558594,23.9841247558594,0,0
2015-12-18 21:00:00,27.440606689453148,25.534356689453148,23.799981689453148,0,0
2015-12-18 22:00:00,27.270318603515648,25.192193603515648,23.606256103515648,0,0
2015-12-18 23:00:00,27.114526367187523,24.934838867187523,23.294213867187523,0,0
2015-12-19 00:00:00,27.016168212890648,24.781793212890648,22.992730712890648,1,0
2015-12-19 01:00:00,26.941094970703148,24.683282470703148,22.847344970703148,1,0
2015-12-19 02:00:00,26.895776367187523,24.645776367187523,22.848901367187523,1,0
2015-12-19 03:00:00,26.889855957031273,24.671105957031273,22.936730957031273,1,0
2015-12-19 04:00:00,26.849755859375023,24.677880859375023,23.006005859375023,1,0
2015-12-19 05:00:00,26.786767578125023,24.669580078125023,23.122705078125023,1,0
2015-12-19 06:00:00,26.734338378906273,24.687463378906273,23.281213378906273,1,0
2015-12-19 07:00:00,27.275659179687523,25.830346679687523,23.799096679687523,1,0
2015-12-19 08:00:00,28.0004821777344,27.0629821777344,24.8051696777344,1,0
2015-12-19 09:00:00,28.533044433593773,28.314294433593773,26.173669433593773,1,0
2015-12-19 10:00:00,29.038507080078148,29.288507080078148,27.319757080078148,1,0
2015-12-19 11:00:00,29.435937500000023,29.982812500000023,27.967187500000023,1,0
2015-12-19 12:00:00,29.715478515625023,30.465478515625023,28.309228515625023,1,0
2015-12-19 13:00:00,29.823937988281273,30.605187988281273,28.402062988281273,1,0
2015-12-19 14:00:00,29.777947998046898,30.496697998046898,28.277947998046898,1,0
2015-12-19 15:00:00,29.620080566406273,30.088830566406273,27.901330566406273,1,0
2015-12-19 16:00:00,29.297631835937523,29.250756835937523,27.266381835937523,1,0
2015-12-19 17:00:00,28.625604248046898,28.141229248046898,26.297479248046898,1,0
2015-12-19 18:00:00,27.931970214843773,26.994470214843773,25.463220214843773,1,0
2015-12-19 19:00:00,27.614160156250023,26.489160156250023,25.059472656250023,1,0
2015-12-19 20:00:00,27.440087890625023,26.119775390625023,24.768212890625023,1,0
2015-12-19 21:00:00,27.334405517578148,25.850030517578148,24.576593017578148,1,0
2015-12-19 22:00:00,27.227685546875023,25.672998046875023,24.430810546875023,1,0
2015-12-19 23:00:00,27.105249023437523,25.534936523437523,24.277124023437523,1,0
2015-12-20 00:00:00,27.001489257812523,25.423364257812523,24.142114257812523,1,0
2015-12-20 01:00:00,26.918298339843773,25.332360839843773,24.043298339843773,1,0
2015-12-20 02:00:00,26.859796142578148,25.226983642578148,23.984796142578148,1,0
2015-12-20 03:00:00,26.805871582031273,25.102746582031273,23.946496582031273,1,0
2015-12-20 04:00:00,26.734765625000023,24.984765625000023,23.898828125000023,1,0
2015-12-20 05:00:00,26.674401855468773,24.893151855468773,23.822839355468773,1,0
2015-12-20 06:00:00,26.640771484375023,24.843896484375023,23.757958984375023,1,0
2015-12-20 07:00:00,27.177941894531273,25.818566894531273,24.045129394531273,1,0
2015-12-20 08:00:00,27.938867187500023,26.782617187500023,24.720117187500023,1,0
2015-12-20 09:00:00,28.674432373046898,27.768182373046898,25.596307373046898,1,0
2015-12-20 10:00:00,29.312219238281273,28.640344238281273,26.734094238281273,1,0
2015-12-20 11:00:00,29.676629638671898,29.301629638671898,27.504754638671898,1,0
2015-12-20 12:00:00,29.845269775390648,29.751519775390648,27.892144775390648,1,0
2015-12-20 13:00:00,29.904809570312523,29.998559570312523,28.029809570312523,1,0
2015-12-20 14:00:00,29.877465820312523,29.893090820312523,27.846215820312523,1,0
2015-12-20 15:00:00,29.661340332031273,29.348840332031273,27.364465332031273,1,0
2015-12-20 16:00:00,29.174401855468773,28.565026855468773,26.549401855468773,1,0
2015-12-20 17:00:00,28.422937011718773,27.594812011718773,25.626062011718773,1,0
2015-12-20 18:00:00,27.728631591796898,26.650506591796898,24.931756591796898,1,0
2015-12-20 19:00:00,27.373895263671898,26.295770263671898,24.561395263671898,1,0
2015-12-20 20:00:00,27.193963623046898,26.084588623046898,24.404901123046898,1,0
2015-12-20 21:00:00,27.079797363281273,25.986047363281273,24.353234863281273,1,0
2015-12-20 22:00:00,26.909509277343773,25.940759277343773,24.354821777343773,1,0
2015-12-20 23:00:00,26.784387207031273,25.815637207031273,24.339074707031273,1,0
2015-12-21 00:00:00,26.689660644531273,25.650598144531273,24.275598144531273,0,0
2015-12-21 01:00:00,26.597375488281273,25.402062988281273,24.120812988281273,0,0
2015-12-21 02:00:00,26.518395996093773,25.135583496093773,23.955895996093773,0,0
2015-12-21 03:00:00,26.444604492187523,24.866479492187523,23.796166992187523,0,0
