timestamp,target,id,temp_pc1,atmosphere_pc1,wind_pc1,soil_moist_pc1,weekend,holiday
2015-01-04 00:00:00,968.0526,PAN_day_0,0.19505291416955914,-1.6790305,1.0300859,-0.4755836,1,0
2015-01-04 01:00:00,944.0556,PAN_day_0,-0.5461414676283802,-1.5413703,1.004564,-0.4755836,1,0
2015-01-04 02:00:00,928.7193,PAN_day_0,-0.38283179367104786,-1.625423,1.0159512,-0.4755836,1,0
2015-01-04 03:00:00,909.5566,PAN_day_0,-0.1586860311629622,-1.5649987,0.95813674,-0.46898663,1,0
2015-01-04 04:00:00,894.6543,PAN_day_0,-0.2505302841597038,-1.6315126,0.90385604,-0.46898663,1,0
2015-01-04 05:00:00,884.6659,PAN_day_0,-0.5101783690553476,-1.6212642,0.68950415,-0.46898663,1,0
2015-01-04 06:00:00,862.9888,PAN_day_0,-0.3362601374099752,-1.61344,0.9203339,-0.46898663,1,0
2015-01-04 07:00:00,871.6873,PAN_day_0,-0.8373536991141665,-1.3399872,1.0243137,-0.46898663,1,0
2015-01-04 08:00:00,912.4966,PAN_day_0,-0.23904210907014167,-1.6416813,1.0733562,-0.47581774,1,0
2015-01-04 09:00:00,969.8017,PAN_day_0,0.37018995140814265,-1.3962963,1.8062471,-0.48241472,1,0
2015-01-04 10:00:00,1019.3105,PAN_day_0,0.506660939783915,-1.7850013,1.6923343,-0.48901194,1,0
2015-01-04 11:00:00,1059.7497,PAN_day_0,1.49068068732686,-1.3771267,1.5984771,-0.5024403,1,0
2015-01-04 12:00:00,1069.7854,PAN_day_0,2.103309474330229,-1.4993887,1.3156344,-0.5092714,1,0
2015-01-04 13:00:00,1087.2858,PAN_day_0,2.2472163058195145,-1.5283766,1.0661948,-0.5224656,1,0
2015-01-04 14:00:00,1087.1689,PAN_day_0,2.3620554548221073,-1.5101273,1.3516829,-0.5358939,1,0
2015-01-04 15:00:00,1075.3804,PAN_day_0,2.7346568024318008,-1.5807998,1.6612343,-0.5424911,1,0
2015-01-04 16:00:00,1056.4102,PAN_day_0,2.656387071746389,-1.6463499,1.8572313,-0.5559192,1,0
2015-01-04 17:00:00,1033.7229,PAN_day_0,2.1563783928453186,-1.7820792,1.3989946,-0.5559192,1,0
2015-01-04 18:00:00,1101.5439,PAN_day_0,1.6082252031992719,-1.6338171,1.4207009,-0.5625164,1,0
2015-01-04 19:00:00,1137.1754,PAN_day_0,1.3607362131088196,-1.7481419,1.4373388,-0.5625164,1,0
2015-01-04 20:00:00,1133.2082,PAN_day_0,0.5380100063624063,-1.7201178,1.3788625,-0.5625164,1,0
2015-01-04 21:00:00,1102.3695,PAN_day_0,0.8215302324038041,-1.7207313,1.2729272,-0.56934774,1,0
2015-01-04 22:00:00,1072.5808,PAN_day_0,0.6889205866336876,-1.7337784,1.2007301,-0.5627505,1,0
2015-01-04 23:00:00,1012.596,PAN_day_0,0.05638743219797113,-1.7333628,1.4019105,-0.5627505,1,0
2015-01-05 00:00:00,958.6209,PAN_day_0,0.15082753085780665,-1.6790466,1.3516105,-0.5627505,0,0
2015-01-05 01:00:00,928.5338,PAN_day_0,-0.07825914280469974,-1.8094403,1.3284214,-0.5627505,0,0
2015-01-05 02:00:00,901.5402,PAN_day_0,0.2476757788053685,-1.7901238,1.4081689,-0.5627505,0,0
2015-01-05 03:00:00,887.7822,PAN_day_0,-0.8730834386409007,-1.7952497,1.4538729,-0.5627505,0,0
2015-01-05 04:00:00,881.0019,PAN_day_0,-0.3144603814257141,-1.7448174,1.5398904,-0.5627505,0,0
