timestamp,id,temp_pc1,atmosphere_pc1,wind_pc1,soil_moist_pc1,weekend,holiday
2015-01-11 00:00:00,PAN_day_0,-0.2949467213801088,-1.6997478,2.1580346,-0.97102565,1.0,0.0
2015-01-11 01:00:00,PAN_day_0,-0.48217151054182733,-1.6507728,1.9429417,-0.9644284,1.0,0.0
2015-01-11 02:00:00,PAN_day_0,-0.6879925702565957,-1.6293285,2.0924878,-0.9644284,1.0,0.0
2015-01-11 03:00:00,PAN_day_0,-0.1349727820734179,-1.6415079,2.0058882,-0.9644284,1.0,0.0
2015-01-11 04:00:00,PAN_day_0,-0.49171227489279573,-1.598129,1.914921,-0.9644284,1.0,0.0
2015-01-11 05:00:00,PAN_day_0,-0.3272557492084582,-1.5759578,1.5298811,-0.9644284,1.0,0.0
2015-01-11 06:00:00,PAN_day_0,-0.6277681576658956,-1.6341542,1.6101059,-0.9644284,1.0,0.0
2015-01-11 07:00:00,PAN_day_0,-0.6952823477458837,-1.5308249,1.5063103,-0.9644284,1.0,0.0
2015-01-11 08:00:00,PAN_day_0,-0.5270316010977019,-1.7206552,1.240238,-0.9644284,1.0,0.0
2015-01-11 09:00:00,PAN_day_0,-0.064827424511175,-1.3055339,2.6775577,-0.9644284,1.0,0.0
2015-01-11 10:00:00,PAN_day_0,0.6622694794940527,-1.2724036,3.0971496,-0.977857,1.0,0.0
2015-01-11 11:00:00,PAN_day_0,1.3487200819883551,-0.96809524,2.6045897,-0.977857,1.0,0.0
2015-01-11 12:00:00,PAN_day_0,2.2242447256769675,-0.79754156,1.8762246,-0.9912851,1.0,0.0
2015-01-11 13:00:00,PAN_day_0,1.7597687508183857,-0.7324849,1.3885843,-0.99788225,1.0,0.0
2015-01-11 14:00:00,PAN_day_0,2.7213258903518573,-0.84552556,1.7107012,-1.0047135,1.0,0.0
2015-01-11 15:00:00,PAN_day_0,2.29361596555226,-0.7522079,2.0468326,-1.0113106,1.0,0.0
2015-01-11 16:00:00,PAN_day_0,2.2022478974329354,-1.5786353,2.287866,-1.0113106,1.0,0.0
2015-01-11 17:00:00,PAN_day_0,1.732618693965475,-1.5023632,2.1301916,-1.0247387,1.0,0.0
2015-01-11 18:00:00,PAN_day_0,1.5072183215107966,-1.7041162,2.0807383,-1.0247387,1.0,0.0
2015-01-11 19:00:00,PAN_day_0,1.1852847458539106,-1.7133812,2.1101315,-1.0247387,1.0,0.0
2015-01-11 20:00:00,PAN_day_0,0.6883708477035149,-1.7509071,1.9896568,-1.0247387,1.0,0.0
2015-01-11 21:00:00,PAN_day_0,0.12056143561548813,-1.7937925,1.7853193,-1.0247387,1.0,0.0
2015-01-11 22:00:00,PAN_day_0,0.12391044270177591,-1.7830703,1.5715038,-1.0247387,1.0,0.0
2015-01-11 23:00:00,PAN_day_0,0.10852599910566296,-1.8442247,1.3255394,-1.0247387,1.0,0.0
2015-01-12 00:00:00,PAN_day_1,-0.18107107804647019,-1.7004749,1.1435362,-1.0181416,0.0,0.0
2015-01-12 01:00:00,PAN_day_1,-0.17977753753497533,-1.6071571,1.0749259,-1.0181416,0.0,0.0
2015-01-12 02:00:00,PAN_day_1,-0.1752078489804565,-1.8020663,1.1984682,-1.0181416,0.0,0.0
2015-01-12 03:00:00,PAN_day_1,-0.5627387788149604,-1.7141081,0.9623853,-1.0181416,0.0,0.0
2015-01-12 04:00:00,PAN_day_1,-0.5343432055411522,-1.5810803,0.70332736,-1.0181416,0.0,0.0
2015-01-12 05:00:00,PAN_day_1,-0.5741051443199742,-1.6921737,0.18224585,-1.0181416,0.0,0.0
2015-01-12 06:00:00,PAN_day_1,-0.5752972530173838,-1.5710721,0.21338707,-1.0181416,0.0,0.0
2015-01-12 07:00:00,PAN_day_1,-0.7815412287061806,-1.7884331,0.22568084,-1.0181416,0.0,0.0
2015-01-12 08:00:00,PAN_day_1,-0.9159921129313942,-1.78867,-0.08919318,-1.0181416,0.0,0.0
2015-01-12 09:00:00,PAN_day_1,0.09837962901381801,-1.5041084,0.75783026,-1.0181416,0.0,0.0
2015-01-12 10:00:00,PAN_day_1,0.7393004843183405,-1.0338788,1.1097872,-1.0247387,0.0,0.0
2015-01-12 11:00:00,PAN_day_1,1.326133084425751,-1.0258178,0.7961264,-1.0315698,0.0,0.0
2015-01-12 12:00:00,PAN_day_1,1.7560014699309279,-0.98655427,0.15578103,-1.038167,0.0,0.0
2015-01-12 13:00:00,PAN_day_1,2.10631627141247,-1.2125754,-0.31583032,-1.0449983,0.0,0.0
2015-01-12 14:00:00,PAN_day_1,2.5334847962046347,-1.3344073,-0.2232724,-1.0449983,0.0,0.0
2015-01-12 15:00:00,PAN_day_1,2.5846940667531415,-0.9778853,-0.054900225,-1.0515953,0.0,0.0
2015-01-12 16:00:00,PAN_day_1,2.238015018475968,-1.1665148,0.49162236,-1.0518295,0.0,0.0
2015-01-12 17:00:00,PAN_day_1,1.9686004401939172,-0.9220936,1.0481726,-1.0518295,0.0,0.0
2015-01-12 18:00:00,PAN_day_1,1.258487961652582,-1.0232822,1.297961,-1.0518295,0.0,0.0
2015-01-12 19:00:00,PAN_day_1,0.5597980832203588,-1.1655114,1.1197118,-1.0518295,0.0,0.0
2015-01-12 20:00:00,PAN_day_1,0.9165665441803673,-1.6539791,1.0336299,-1.0518295,0.0,0.0
2015-01-12 21:00:00,PAN_day_1,0.45704206311779694,-1.6325967,1.0339078,-1.0518295,0.0,0.0
