id,dataset,rmse,mape
PAN_day_0,PAN,31.147843416933895,2.8295522801479778
PAN_day_1,PAN,191.6790982075467,11.75661069046635
PAN_day_2,PAN,15.099561166333068,1.1016468927891827
PAN_day_3,PAN,40.71821816349533,3.2110374961695975
PAN_day_4,PAN,21.213527315901544,1.4688306597915197
PAN_day_5,PAN,94.68175271776455,5.9605373087980995
PAN_day_6,PAN,75.93743174006259,5.852431064812854
PAN_day_7,PAN,66.36586213082684,4.638239001354414
PAN_day_8,PAN,116.76382890804982,10.169517804115474
PAN_day_9,PAN,55.345108928063055,4.616451390181666
PAN_day_10,PAN,53.185373634588984,3.9327036224609175
PAN_day_11,PAN,30.40656597315098,2.706116699280599
PAN_day_12,PAN,40.41810582607133,2.808874257947773
PAN_day_13,PAN,120.71460524734913,8.105787423762205
PAN_day_14,PAN,52.37512943756879,3.6893480655036774
PAN_day_15,PAN,49.264481486885316,3.1814256117902944
PAN_day_16,PAN,28.63991793273419,2.0853677251687537
PAN_day_17,PAN,40.9962925186382,2.635268074698974
PAN_day_18,PAN,28.601541910467873,2.265931034016187
PAN_day_19,PAN,18.130218297936562,1.4039701220525205
PAN_day_20,PAN,55.46718731781508,3.787408272674654
PAN_day_21,PAN,29.548508808962474,2.243882282237597
PAN_day_22,PAN,87.52318449317683,5.762842896082639
PAN_day_23,PAN,20.63564698837307,1.3686270658601423
PAN_day_24,PAN,33.539051166134406,2.3946107444599454
PAN_day_25,PAN,17.649282551010856,1.2612494164755612
PAN_day_26,PAN,21.293903006993595,1.337928695400221
PAN_day_27,PAN,21.884517564926668,1.8089783544477593
PAN_day_28,PAN,26.32198384589866,2.1188992226932877
PAN_day_29,PAN,45.058801845731736,3.450575169640574
PAN_day_30,PAN,34.693503371620835,3.0991538200235387
PAN_day_31,PAN,23.319904340712895,1.8659327244480206
PAN_day_32,PAN,18.014061238943768,1.2698797857692776
PAN_day_33,PAN,22.293170943970328,1.454340115172611
PAN_day_34,PAN,27.02842747417367,2.0757608931992286
PAN_day_35,PAN,73.00105253198693,6.913575586743892
PAN_day_36,PAN,236.4960385104641,20.5653774127303
PAN_day_37,PAN,60.6536582996339,5.427486272793206
PAN_day_38,PAN,164.22786821722485,11.403013812053668
PAN_day_39,PAN,36.54985961873407,2.4568099412859956
PAN_day_40,PAN,88.94033972751294,6.361981832431734
PAN_day_41,PAN,126.44538961038015,9.6634224997042
PAN_day_42,PAN,47.847646192245804,4.041209359587902
PAN_day_43,PAN,180.81740533283616,10.93001808891822
PAN_day_44,PAN,122.08551317691389,6.945949433284578
PAN_day_45,PAN,44.74901354668336,2.7894497435350867
PAN_day_46,PAN,35.67057203970803,2.400760030485256
PAN_day_47,PAN,25.350004181031878,1.8145224478768724
PAN_day_48,PAN,54.91359893752413,3.737273277890945
PAN_day_49,PAN,46.57014600354234,4.383997999729642
PAN_day_50,PAN,28.697783765824145,2.267876981342333
PAN_day_51,PAN,16.367775587924783,1.1648917852798373
PAN_day_52,PAN,20.458762097112587,1.3942499271606532
PAN_day_53,PAN,38.649311250514764,2.479926970033179
PAN_day_54,PAN,36.662985115065325,2.8700361899513656
PAN_day_55,PAN,43.54647790359551,2.9895910725062573
PAN_day_56,PAN,28.931840159308056,2.582568835699023
PAN_day_57,PAN,48.48085285684957,3.0205513089252056
PAN_day_58,PAN,32.38139708211464,2.3799422873108376
PAN_day_59,PAN,23.50667090903844,1.2129252203467535
PAN_day_60,PAN,25.180542179006988,1.8640150253223207
PAN_day_61,PAN,18.488236521163945,1.1837470277690625
PAN_day_62,PAN,32.068266517507865,2.1564844497447084
PAN_day_63,PAN,26.156658063204784,2.136238752539628
PAN_day_64,PAN,31.156726584793578,2.0312962318126404
PAN_day_65,PAN,59.2409930661299,4.158486626445295
PAN_day_66,PAN,46.45512363942397,3.03862133180564
PAN_day_67,PAN,29.900447648781114,2.180102408321961
PAN_day_68,PAN,19.498172615764965,1.5173569663726156
PAN_day_69,PAN,36.622634375592554,2.607444648245145
PAN_day_70,PAN,25.506068523686682,2.4431930226183285
PAN_day_71,PAN,97.98645179063874,7.150104764764342
PAN_day_72,PAN,28.08567547451159,2.0027563399523727
PAN_day_73,PAN,23.416363589307945,1.627099281185171
PAN_day_74,PAN,16.743303985586294,1.2306913780292827
PAN_day_75,PAN,41.15736021293762,2.7702905056280436
PAN_day_76,PAN,44.87470151445301,3.2754011027562875
PAN_day_77,PAN,27.517534878615724,2.4715504810152122
PAN_day_78,PAN,26.072072234385196,1.8271263073723467
PAN_day_79,PAN,30.911685587667858,1.7743028373048282
PAN_day_80,PAN,19.332377618119892,1.334864348310422
PAN_day_81,PAN,125.16601679336061,8.543704795320462
PAN_day_82,PAN,273.8995959125191,23.48157338247998
PAN_day_83,PAN,87.22427571431159,7.0267320117855085
PAN_day_84,PAN,88.35579102136808,7.494363433031104
PAN_day_85,PAN,240.49814268600048,14.700877033262508
PAN_day_86,PAN,27.00970351774834,1.983235677233167
PAN_day_87,PAN,39.328201754010664,2.67350669219181
PAN_day_88,PAN,21.510517831458632,1.5479615920002567
PAN_day_89,PAN,117.72810390624132,9.654081674889516
PAN_day_90,PAN,115.40818612688216,10.255277174008315
PAN_day_91,PAN,22.894554367259843,1.8023721290917585
PAN_day_92,PAN,80.21523891369291,5.235048327129316
PAN_day_93,PAN,26.080941819091468,1.6081961297931289
PAN_day_94,PAN,27.225953685086974,1.8777113278040203
PAN_day_95,PAN,16.80313044072195,1.167876224820884
PAN_day_96,PAN,63.89798583953959,4.291505832315581
PAN_day_97,PAN,83.56101962981654,5.646900364967913
PAN_day_98,PAN,30.25084413111476,2.304575875061883
PAN_day_99,PAN,41.055741607351145,2.4064817369343783
PAN_day_100,PAN,19.032266855899383,1.2029198105728822
PAN_day_101,PAN,35.95925194013589,1.9167649743726936
PAN_day_102,PAN,22.835794715022864,1.225195291934329
PAN_day_103,PAN,20.17952376121853,1.5471326389982623
PAN_day_104,PAN,34.39491763267866,2.5319121410314454
PAN_day_105,PAN,25.081147823498167,1.888136602211817
PAN_day_106,PAN,48.43377232091865,3.1957722853795176
PAN_day_107,PAN,25.033390682463153,1.6301369844536542
PAN_day_108,PAN,31.87850661104462,2.2891638430464756
PAN_day_109,PAN,47.30237705610926,3.0990145710172885
PAN_day_110,PAN,171.21781331161193,13.165863664629626
PAN_day_111,PAN,92.73106754838379,7.463956210602141
PAN_day_112,PAN,70.66863955354124,6.2270484423474315
PAN_day_113,PAN,187.53949597660423,11.37843580764559
PAN_day_114,PAN,21.33102842291407,1.368168810538417
PAN_day_115,PAN,36.657759647617596,2.356383755792804
PAN_day_116,PAN,20.863426760222456,1.3451055488399226
PAN_day_117,PAN,88.31777008504572,5.3378015089917925
PAN_day_118,PAN,37.18515107819139,2.834219217780919
PAN_day_119,PAN,19.304641550868023,1.5420831532329482
PAN_day_120,PAN,23.320762479798255,1.2877951059021346
PAN_day_121,PAN,24.906338416430277,1.5772775364232785
PAN_day_122,PAN,16.729590148795232,1.234577999410603
PAN_day_123,PAN,23.661098609928285,1.3014912495988433
PAN_day_124,PAN,26.017091987568183,1.7274463362134218
PAN_day_125,PAN,39.10787847245426,2.9994277304214445
PAN_day_126,PAN,37.74269102405237,3.3965430496765223
PAN_day_127,PAN,55.69183003651656,3.8425033558408908
PAN_day_128,PAN,51.60515413691736,3.743653855818041
PAN_day_129,PAN,31.841643933861736,2.163160848448123
PAN_day_130,PAN,46.36952239930429,3.1433005440824036
PAN_day_131,PAN,66.32960608864013,4.436612564071946
PAN_day_132,PAN,53.20989804842861,3.8999497788247037
PAN_day_133,PAN,32.519572167279776,2.7153422153036915
PAN_day_134,PAN,39.78111970732787,2.6882986537966738
PAN_day_135,PAN,28.342804000640953,2.051874812837803
PAN_day_136,PAN,18.36155187199373,1.199447187728947
PAN_day_137,PAN,53.29060903896046,3.2054122564729983
PAN_day_138,PAN,123.07710298446052,8.617992979444585
PAN_day_139,PAN,94.46818434874207,8.245877686504237
PAN_day_140,PAN,46.49774917753189,4.026892611560214
PAN_day_141,PAN,107.65139748582767,10.112847532182556
PAN_day_142,PAN,70.65435942084832,4.7346519730384955
PAN_day_143,PAN,33.59038839876049,2.268422117783132
PAN_day_144,PAN,37.42637348382598,2.9111181506232557
PAN_day_145,PAN,83.05378342669485,6.264806332393736
PAN_day_146,PAN,31.09329093139172,2.4698063204302483
