id,dataset,rmse,mape
LAT_day_0,LAT,21.995264641887506,2.3239880239713795
LAT_day_1,LAT,17.30004816948978,1.8476700577238645
LAT_day_2,LAT,24.500850325379865,2.4266356302973398
LAT_day_3,LAT,23.246863587733003,2.092389142669927
LAT_day_4,LAT,15.545631755148024,1.3933591272295576
LAT_day_5,LAT,15.616497686741416,1.1998826839679948
LAT_day_6,LAT,18.651407453594487,1.4508326516868286
LAT_day_7,LAT,17.451122217974024,1.3204109207480905
LAT_day_8,LAT,26.974525018987823,2.5933026386633666
LAT_day_9,LAT,48.188864550502394,4.549396463889383
LAT_day_10,LAT,27.02930508417361,2.525201620315702
LAT_day_11,LAT,13.676317730539411,1.1150432646870032
LAT_day_12,LAT,15.732132722552274,1.3447711865697403
LAT_day_13,LAT,34.39052679639167,2.707236814044409
LAT_day_14,LAT,20.35313243704762,2.1545178234062394
LAT_day_15,LAT,32.448677425538726,3.659520635750763
LAT_day_16,LAT,33.399725547774594,3.7108342034834014
LAT_day_17,LAT,19.06567596493762,2.0095150603735084
LAT_day_18,LAT,13.217727994376846,1.284745421754877
LAT_day_19,LAT,17.072150811580048,1.6453091472262285
LAT_day_20,LAT,16.024720486381867,1.3392324408711935
LAT_day_21,LAT,22.651342859383266,2.072434852204945
LAT_day_22,LAT,14.214136156188552,1.5108037734964161
LAT_day_23,LAT,30.793668180325643,2.8675236179987085
LAT_day_24,LAT,17.71298958391835,1.771586842766447
LAT_day_25,LAT,29.687258770949757,2.664480028121338
LAT_day_26,LAT,8.65544144839919,0.841420275984036
LAT_day_27,LAT,20.761542974130478,1.5948491224425665
LAT_day_28,LAT,23.46983880075305,2.125587773130935
LAT_day_29,LAT,15.386682553429118,1.3868779826902848
LAT_day_30,LAT,13.641236503093602,1.1486045189853864
LAT_day_31,LAT,40.4098791551439,3.303227645328082
LAT_day_32,LAT,14.2507309754038,1.091645448787257
LAT_day_33,LAT,12.060610819246815,1.1214570794217882
